Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Sr. Data Scientist,$60K-$104K (Glassdoor est.),"The Commercial Lines BI team at Woodruff Sawyer is a newly founded capability to enhance the organizations capacity in providing data-backed insights to its clients seeking P&C and liability insurance. The members of this team will work closely with the VP of Commercial Lines Business Intelligence and other enterprise stakeholders to develop and roll out analytics solutions. A successful candidate will apply data science methodologies, actuarial methods, knowledge of insurance, and the latest technological tools to create reusable business intelligence assets.

What you will be doing:

With limited guidance from the leaders, managers, or project leads:
Primarily collects, prepares and analyzes data from various sources.
Executes formal exploratory data analysis for data science projects.
Develops re-usable templates and reports for the review and feedback by other team members.
Prepares analysis summaries and provides to the colleagues and leaders.
Conducts data research and presents findings.
Identifies areas of more in-depth analysis and builds prototypes for IT implementation.
Required Qualifications:
A graduate degree in any of the quantitative disciplines, e.g., Actuarial Science, Math, Engineering, Stats, Finance, or a related discipline.
Knowledge of basic data science algorithms demonstrable through internships, coursework, or a combination.
2+ years of experience in visual analysis packages such as Tableau / Power BI.
2+ years of experience in programming using Python or R.
Skilled in developing presentations in PowerPoint or equivalent.
2+ years of work experience in an insurance or FINTECH environment as a data scientist or BI analyst. (4+ for an undergraduate).
Knowledge of common insurance terminologies. A couple of actuarial exams is a plus.
What you'll be getting from us:
The opportunity to work with sharp, motivated co-workers in a collaborative and entrepreneurial team
A flexible work schedule
A fun office in vibrant downtown San Francisco
Security for your future: Employee Stock Option Program (ESOP), 401K with company match and profit sharing
Medical, Dental and Vision benefits for employees and families (including domestic partners)
Life Insurance, short term and long-term disability benefits
Paid vacation, holiday and sick days
Tuition reimbursement
Access to an Employee Assistance Program
Fun company and team outings",4.0,"Woodruff Sawyer
4.0","San Francisco, CA",-1,201 to 500 Employees,1918,Company - Private,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),-1
Data Scientist,$60K-$104K (Glassdoor est.),"We have an opportunity for a Data Scientist to join our talented Data Analytics team. The successful candidate will work with customers and the engagement team to support the project management, project data analysis, process improvement, data conversion, and integration needs of our federal customer.

Typical responsibilities include
Collecting large sets of structured and unstructured data from disparate sources.
Cleaning and validating data to ensure accuracy, completeness, and uniformity.
Analyzing data to identify patterns and trends.
Developing solutions and integrating, extending, and contributing to Open Source software
Devising and applying models and algorithms to mine the stores of big data.
Interpreting data to discover solutions and opportunities.
Requirements
Active Secret Clearance
Strong client engagement skills
Experience with languages such as Python, R, SAS, and SQL
Experience with version control systems, including Github or Gitlab
Experience with designing, developing, and deploying analytic software and algorithms
BS degree in Physics, Computer Science, Mathematics, or another quantitative discipline
Desired skills
Experience with open source Big Data tools including Apache Spark or Apache NiFi
Experience with entity resolution
Experience with Natural Language Processing using modern deep learning techniques
Benefits

Perks of working at NetImpact Strategies:
Your health comes first – we offer comprehensive medical, dental, & vision insurance that starts the first of the month after you join the team
Invest in your future – 401(k) Plan – Immediately vested employer contributions; no matching required
Work hard, play hard – we offer a generous Paid Time Off (PTO) policy and observe ALL ten (10) federal holidays
Pawsitively pawesome – Pet Insurance (because our little critters are part of our families, too!)
Invest in your education – Tuition reimbursement, internal training programs, & company-sponsored industry certifications
Be part of a dynamic and collaborative work environment recently ranked by The Washington Post as a Top Work Place in 2019!
Have fun and celebrate and give back – Team building activities, community volunteering, quarterly HQ days, & an offsite annual awards banquet
ABOUT US

NetImpact Strategies specializes in Strategy and Business Transformation, IT Modernization, Data-Driven Intelligence, Cloud Services, and Cybersecurity. We are a team of skilled Consultants who listen to our clients’ needs. We design and implement comprehensive, tailored solutions that are both mindful of the client's culture and organizational dynamics. As mission needs change, new priorities emerge, technologies advance, and methodologies evolve; NetImpact stands out as a trusted advisor that can solve the challenges of today while looking for the opportunities of tomorrow. Our professionals stay abreast of these changes to provide agile, outcome-focused results for federal agency strategic and tactical needs. Approaching engagements as a partner, we provide solutions that empower our clients to achieve results that align with their mission and strategic vision.

ACCESSIBILITY NOTE

NetImpact Strategies is committed to complying with all applicable provisions of the Americans with Disabilities Act, as amended (“ADA”), and applicable state and local laws. It is NetImpact’s policy not to discriminate against any qualified person or applicant with regard to any terms or conditions of employment on the basis of such individual’s disability. Consistent with this policy of non-discrimination, NetImpact will provide reasonable accommodations to an individual with a disability, as defined in the ADA or applicable law, who has made NetImpact aware of his/her disability, unless doing so would cause undue hardship to NetImpact. If you are an applicant and need a reasonable accommodation when applying for job opportunities within NetImpact, or request a reasonable accommodation to utilize NetImpact’s online employment application, please contact careers@netimpactstrategies.com.

EQUAL OPPORTUNITY EMPLOYER

NetImpact is committed to the development of a creative, diverse, and inclusive work environment. In order to provide equal employment and advancement opportunities to all individuals, employment decisions at NetImpact will be based on merit, qualifications, and abilities. NetImpact does not discriminate against any person because of race, color, creed, religion, sex (including gender identity, sexual orientation, and pregnancy), marital status, national origin, disability, age, veteran status, genetic information or any other characteristic protected by federal, state, and local laws (referred to as ""protected status"").",4.1,"NetImpact Strategies
4.1","Vienna, VA",-1,201 to 500 Employees,2009,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
Data Scientist/Machine Learning Expert,$60K-$104K (Glassdoor est.),"26-Aug-2020

Job ID
301660BR
{""QuestionName"":""Job Description"",""AnswerValue"":""ONE Global Discovery Chemistry Community working across 7 disease areas at the Novartis Institutes for BioMedical Research (NIBR) is seeking a hardworking and motivated Data Scientist to join our Computer-Aided Drug Discovery (CADD) Department in Cambridge, MA. The successful candidate will join an energizing and collaborative research organization, working alongside colleagues who are dedicated to improving human health through the discovery of transformative medicines.

We are seeking an outstanding data scientist with the skills, experience and passion to extract new knowledge and ground-breaking insights from the expanded body of data collected by one of the world’s leading pharmaceutical companies. You will be a member of our global CADD group, an interdisciplinary team of expert molecular modelers, cheminformaticians, and data scientists. Teamed up with domain specialists from biology, chemistry and translational medicine, this is a unique opportunity to develop and apply cutting-edge machine learning technologies to uncover insights to real-world drug discovery problems and innovate paths to transformative medicines.

What you'll do:
Develop and implement approaches for extracting patterns and correlations from both internal and external data sources using machine learning toolkits
Develop workflows for conducting comparative analysis among Novartis’ diverse data sources as well as generalizing approaches crafted in-house or externally.
Enable open-source solutions for internal use and implement cutting-edge published scientific methods.
Develop customized machine learning solutions including data querying and knowledge extraction.
Interact and be part of matrixed project teams to drive effective decision-making by mining and developing predictive models
Develop skills in the area of cheminformatics and drug discovery and improve those to accelerate development of novel machine learning algorithms
Know the latest breakthroughs in scientific literature and interact with scientists to integrate data science technologies
Posting Title
Data Scientist/Machine Learning Expert",4.0,"Novartis
4.0","Cambridge, MA",-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Scientist,$60K-$104K (Glassdoor est.),"Strength in Trust


Our goal at OneTrust is to bring the power of trust to companies all over the world. Using cutting-edge technology and a real-world approach to ethics, compliance, privacy, security, and third-party risk, we've created a no-nonsense platform to help supercharge the global push for trust.

The Challenge


We are a looking for a Researcher/Data Scientist to drive the OneTrust research team. This person will be responsible for designing and developing various statistical models and simulations to power Athena's decisions to optimize our customer's privacy and security programs.

Your Mission
Develop working models that can be integrated into OneTrust application and leveraged by customers at scale
Functionally work across engineering teams to take problems the team has and convert/drive solutions for predictive analytics, AI intelligence to the problem in a practical way
Articulate the model and drive the patent portfolio of patenting designs and algorithms for use of the technology
Set the vision for developing complex analytics, data classification and NLP technologies
You Are
Someone who can design, code, build working prototypes to validate ideas and concepts
Someone who has strong math/statistic skills for how to analyze data sets
Someone who has a strong foundation of engineering skills to pick up and understand any technology, system, etc.
Able to understand the different types of trained and untraded AI models and when to appropriately use different techniques based on use case
Self-learning and a self-starter - you have a drive to learn and master new technologies and techniques
Your Experience Includes
PhD or Master's Degree in a quantitative discipline (e.g. statistics, mathematics, financial engineering)
5+ years of relevant experience in designing quantitative models to assess business risks and/or data classification modeling
Experience using statistical computer languages: R, Python, SQL, etc.
Knowledge and/or experience with several languages: Java, JavaScript, etc.
Experience with Azure, AWS or similar cloud computing environment
Expertise with machine learning, data mining, and (robust) statistics
An inclination to solve problems systematically via infrastructure and automation
Strong understanding of data classification, sensitivity, PII, and personal data modeling techniques
Experience in designing data pipelines and products for real world applications
Experience with modern/emerging scalable computing platforms and languages (e.g. Spark)
Extra Awesome
Any modeling work related to Privacy, Security, Compliance that is relevant to the OneTrust market (e.g. NLP work on privacy policies or consent models, risk modeling for ISO compliance)
Our Commitment to You


When you join OneTrust you are stepping onto a launching pad — the countdown has begun. The destination? A career without boundaries working alongside a diverse and inclusive crew who is passionate about doing meaningful work. As a pioneer, your voice and expertise will help chart the direction of an entirely new industry — Trust. Our commitment to putting people first starts with you. Your growth is part of the mission. Our goal is to give you the power to embark on the next phase of your uniquely, unique career

OneTrust provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.",2.8,"OneTrust
2.8","Atlanta, GA",-1,1001 to 5000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,$60K-$104K (Glassdoor est.),"CircleUp harnesses the power of machine learning and predictive analytics to discover some of the fastest-growing companies in the consumer & retail sector. We are building a predictive data system called ""Helio"" to bring the data-driven revolution that has occurred in the public markets to the private markets, starting with consumer & retail.

We are working on challenging problems in information retrieval, entity resolution, and developing an in-depth knowledge graph of all private companies. We are mining vast amounts of data to successfully rewrite the rules on how private companies are evaluated.

With a background in both software development and machine learning, you will collaborate with software engineers, data scientists, PMs, and domain experts in consumer investing to develop & ship predictive data products in support of CircleUp's mission - helping entrepreneurs thrive by connecting them with the capital & resources they need.

You are a passionate software engineer who is comfortable working across the full stack & lifecycle of predictive data products - prototyping, feature engineering, validation, and productionalization.

CircleUp was recently honored as one of Fast Company's Top 10 Most Innovative Companies in Data Science and has been named a CB Insights FinTech 250, a Top 5 Most Disruptive Company in Finance by CNBC, and to the Forbes FinTech 50. Founded in 2012, CircleUp is headquartered in San Francisco and backed by Union Square Ventures, GV, Canaan Partners, QED Advisors, and others.

Responsibilities:
Collect and refine structured and unstructured data on private companies
Build out our entity resolution platform that can identify references to companies, brands and products in highly unstructured digital documents and link them back to real world entities
Build scalable production systems for data collection, data transformation, feature extraction, model training, and scoring, using distributed software tools
Build end to end algorithms for objectively measuring the quality of private consumer companies
Contribute to all phases of algorithm development including ideation, prototyping, design and production
We're looking for teammates who have:
Bachelor's degree or higher in Computer Science, Information retrieval, Natural Language processing, Math, Statistics or related technical field
2+ years of experience in machine learning, NLP and/or information retrieval
Broad knowledge of machine learning APIs, tools, and open source libraries
Excellent coding skills and strong fundamentals in algorithms, data structures, predictive modeling and big data concepts
Experience putting models into production systems is a huge plus
An interest in disrupting and democratizing the entire industry within the private markets.
If you got to this point, we hope you’re feeling excited about the job description you just read! Even if you feel that you don't meet all of the requirements and qualifications, we still encourage you to apply. We’re eager to speak with those who share our passion to help entrepreneurs thrive - not just those who match every bullet point in our job descriptions.

CircleUp is an equal opportunity employer. We do not discriminate based upon race, religious creed, color, national origin, ancestry, physical or mental disability, medical condition, genetic information, marital status (including registered domestic partnership status), sex and gender (including pregnancy, childbirth, lactation and related medical conditions), gender identity and gender expression (including transgender individuals who are transitioning, have transitioned, or are perceived to be transitioning to the gender with which they identify), age, sexual orientation, Civil Air Patrol status, military and veteran status and any other consideration protected by federal, state or local law. We encourage those who really want to make an impact to apply for our open positions.",4.5,"CircleUp
4.5","San Francisco, CA",-1,51 to 200 Employees,2012,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1
Data Scientist (Entry),$60K-$104K (Glassdoor est.),"Required Skills:

• Ph.D. (or MS with 4+ years of post MS experience) in Statistics, Mathematics, or closely related field

• 2 years of experience in using statistical or machine learning methodologies to solve research problems

• Proficiency in R and/or Python or in another high-level programming language

• Experience in developing statistical, and machine learning models

• Experience analyzing and presenting complex data and proven problem-solving abilities

• Strong publication record in leading scientific journals

• Strong organizational, interpersonal, and written communication skills

Desired Skills:

• Experience working with time-series data and forecasting is highly desired

• Experience with building data and analytics pipeline and automation is highly desired

• Drive for translating business problems into research initiatives that deliver business value

• Creativity in defining challenging exploratory projects",4.5,"Envision LLC
4.5","Saint Louis, MO",-1,201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
Head of Real-World Data Science,$60K-$104K (Glassdoor est.),"Genesis Research is an international healthcare consultancy providing end-to-end value evidence strategy, development, and communication services to Life Sciences companies. We are looking for an individual with demonstrated leadership, biopharma industry experience, and strong methodological skills to lead a growing team epidemiologists and RWE scientists. Our RWE-S team has seen exceptional growth and success in providing holistic and comprehensive support to Life Science organizations. The professional leading this team must possess and demonstrate a passion for innovative research, maintain accountability for all RWE deliverables, develop RWE scientists and research teams. This person must understand the needs of clients’ internal and external stakeholders and leverage this understanding to suggest and design value-added, fit-for-purpose research approaches. This role reports to the Chief Scientific Officer. Location: Hoboken, NJ, USA, although remote locations may be considered. Local and international travel of up to 20% is required.


Accountabilities within this role:
• Be the Genesis Research Authority on study design, methodology, and result interpretation for all RWE Deliverables
• Lead, manage, and ensure maximum utilization of a team of epidemiologists and health services researchers charged with designing, implementing, and managing a wide range of studies assess the distribution, patterns and determinants of health and disease conditions and examine access to and the use, costs, quality, delivery, organization, and outcomes of health care.
• Create, update, and maintain Methodological and Scientific Standard Operating Procedures (SOP) that RWE teams will follow
• Support Client Managers with execution and delivery of high-priority and highvisibility studies as a Client-facing subject matter expert
• Provide training, oversight, and guidance for new and current members of the Epidemiology team
• Ensure that the Epidemiology team members are aware of and understand RWD data sources, their strengths and limitations, and statistical software when designing studies
• Manage team capacity in concert with Client Management needs
• Motivate teams during periods of high demand

Qualifications:
▪ Master’s degree, MD or PhD within a relevant discipline (Epidemiology, Public Health, Statistics)
▪ 10+ years of consulting, industry, or academic experience
▪ Experience generating and interpreting real-world and observational research required
▪ Excellent verbal and written communication skills
▪ Proficiency in relevant software such as MS office (Word, Excel and PowerPoint) and statistical packages
▪ Exceptional organizational skills and attention to detail
▪ Enthusiasm to learn and motivation to develop oneself and others within Genesis Research
▪ Flexibility to adapt to client project needs in a fast-paced, entrepreneurial workplace

Compensation:
Competitive salary
Performance-related bonus C
ompany-matched 401k plan
Medical/dental benefits

Genesis Research is an equal opportunity employer.",4.6,"Genesis Research
4.6","Hoboken, NJ",-1,1 to 50 Employees,2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Senior Data Analyst,$60K-$104K (Glassdoor est.),"Please do not apply through Glassdoor.
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.
What are we looking for?
We are looking for a technically savvy database-oriented Analyst with good people skills and the ability to pick up new business concepts and technologies.
The ideal candidate will possess:
At least 4 years of experience.
A strong to very strong working knowledge of SQL and Python.
An ability to write and troubleshoot complex SQL procedures.
The desire to understand business events through data.
An understanding of Data Warehousing and ETL techniques.
High level understanding in at least one scripting language such as Ruby, Shell, Python.
An interest in learning large data set processing with MapReduce/Hadoop/Pig/etc.
Linux skills are a plus.
Good client relations skills strongly preferred.
Who are we?
Raybeam, Inc. is a software engineering and consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past fifteen years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, Disney, One Kings Lane, Beachbody and Hilton Worldwide.
What do we do?
We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses, to web applications to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.
What do you get from working for Raybeam?
A fun, supportive work environment that promotes camaraderie and growth.
The chance to travel and network with important figures in the industry.
The chance to have input into business decisions of our clients.
The opportunity to learn technologies that you've always wanted but never had the chance.
If you are interested in applying for the position please click on the link below to take a short quiz.
http://careerseval.raybeam.com/sign_in
Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates.
COVID-19 considerations:
Due to COVID, all employees are currently working remotely. When it is safe to do so, we will return to the office.",4.7,"Raybeam
4.7","Austin, TX",-1,51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist,$60K-$104K (Glassdoor est.),"Back to search results
Previous job

Next job

JOB DESCRIPTION

A BIT ABOUT OUR DATA SCIENCE & ANALYTICS TEAM

Mars Petcare Data Science & Analytics team is core to our strategy. We’re using digital, data and customer insights to transform our business by finding answers to problems that we’ve often never asked ourselves before. Our vast data assets are being combined to build a 360° view of pets and pet owners to not only power Kinship’s businesses but also influence the next great ideas in the pet care space. This role will be key in helping us understand the power of our data, and how this translates into value for our company, our pets, and pet owners everywhere. Frequently the projects will be ambiguous, but that’s part of the fun; you will determine the best way to leverage our data to tell the right story for any given audience.

HOW YOU’LL CREATE A BETTER WORLD FOR PETS
Apply advanced analytics & data science approaches to understand and predict pet and pet owner behaviors
Collaborate with internal and external teams to ensure we focus on pet-centric product and service recommendations
Support new pet technology businesses and partners by generating actionable insights from our data assets
Develop compelling stories that provide insight into the drivers of business performance and pet/pet owner behavior
WHO WE NEED TO CHART THE FUTURE OF PET CARE

We strive to hire people who are passionate about our mission: Shaping the Future of Pet Care. For all of our Kinship roles, we look for candidates who exemplify our core values. We believe what we do is just as important as how we do it, and we aim to hire people who are:
Optimistic
Purposefully Inquisitive
Open to All
And for this role, we hope you have the following skills we require to knock it out of the dog park:
Truly inspired by, and want to live, our purpose of creating a better world for pets.
4+ years’ experience in a data science role handling varied and complex data
Varied technical experience in delivering statistical analytics, data science and insight on large-scale consumer data sets across multiple sectors, including packaged goods and retail
Hands-on experience with Python is required; Familiarity with PySpark is also desirable
Comfortable with ambiguity, with a passion for collaboration to achieve objectives
A Bachelor’s degree in quantitative field (economics, statistics, business, computer science) or equivalent experience
Passion for growing and strengthening a business using data driven approaches
Familiarity with cloud-based computing services e.g. AWS, Databricks, etc.
Enjoys explaining how technical concepts to both non-technical and technical stakeholders.
WHY JOIN US?

We offer our associates a unique opportunity to have a completely customizable career within pet care. Through Kinship you will work with and learn from a community of industry executives, pet partners, entrepreneurs, and fellow associates across our startup investment companies, outside partners, and in Mars Petcare. Our nimble and flexible approach to work allows you to make an immediate impact across businesses, while learning new skills at every stage. The diversity of our work opens doors to big opportunities and unlocks enormous potential for countless career experiences in pet care. Join us in our mission to chart the future of pet care, alongside the industry’s brightest minds.

Kinship’s offices are global, and so are our associates. We are located in NYC, San Francisco, Portland, London, Helsinki, Shanghai, and in Moscow. Many of us flex between our dog-friendly hubs and our home offices. Today, Kinship offers exceptional benefits for you, your family, and your pets, generous paid time off, exponential opportunities to build a career within pet care, and progressive reward packages. Interested? Let’s take big strides, together.",4.0,"Mars
4.0",United States,-1,10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
Sr Data Scientist,$80K-$129K (Glassdoor est.),"This role will use AI and machine learning technique to
drive the main purpose of increasing HouseCalls program member engagement and penetration
through leveraging internal enterprise data sources including member medical history
and behavior information and external information.

As HouseCalls enabling
operation continues to grow, there are specific skills sets that are needed to
help us achieve the financial goal and member experience satisfaction.
Strategic solution team is seeking a director role of outreach strategy with
advanced technical expertise, marketing background and great healthcare
industry experience. We are looking for an innovative individual who is not
only able to strategize via data, but also able to implement the strategy
through the end.

Youll enjoy the
flexibility to telecommute* from anywhere within the U.S. as you take on some
tough challenges.

Primary Responsibilities:
The Sr. Data
Scientist will play an analytical role researching,
designing, implementing and deploying full-stack scalable machine learning
solutions to support house call member engagements
Develop intelligent solutions to drive
increase in HouseCalls penetration rate by using unstructured data like voice
and text
Consolidate internal and external data to
establish member journey line across different programs
Establish analytic machine learning models to
increase member outbound reach experience and NPS scores, implement the
solutions into applications or operation
Drive inbound scheduling through text mining
in scripting and NLP
Youll be rewarded
and recognized for your performance in an environment that will challenge you
and give you clear direction on what it takes to succeed in your role as well
as provide development for other roles you may be interested in.

Required Qualifications:
Bachelors degree in Applied Mathematics, Statistics,
Computer Sciences, Information Management, Actuarial Science or a related
technical field; MS or PhD strongly preferred
Minimum 5 years experience in data analytics
and machine learning modeling
Minimum5 years experience in correlating
business processes and front-end applications to back-end databases and systems
Minimum 5 years experience working with large
databases to create meaningful, usable data structures to extract information
out of application transactional data
Minimum 5 years experience leading technical
and non-technical resources in the area of Information Management, Data
Strategy, Business Intelligence development, data mining and predictive
analytics with machine learning/statistical modeling techniques
Minimum 3 years' experience in Python
Strong ability to communicate highly technical
issues/results to a diverse audience both verbally and in written
Experience working for a large enterprise with
fragmented data sources, lack of documentation, unstructured requirements and
ambiguity
Experience working with business stakeholders
and senior leaders in understanding data analytics and information needs, and
executing on transformation of high-level, abstract data needs into meaningful
data management solutions, information and analysis
Experience understanding and managing business
data and information, and the ability to correlate business processes to data
Experience converting raw data into processed,
actionable, insightful information is required
Strong execution mentality
Preferred Qualifications:
MS in Applied Mathematics, Physics, Computer
Sciences, Information Management, Statistics, Actuarial Science or a related
technical field
Minimum 3 years of Speech Recognition modeling
and/or NLP preferred
Careers with Optum. Here's the idea. We built an entire organization around one
giant objective; make health care work better for everyone. So when it comes to
how we use the world's large accumulation of health-related information, or
guide health and lifestyle choices or manage pharmacy benefits for millions,
our first goal is to leap beyond the status quo and uncover new ways to serve.
Optum, part of the UnitedHealth Group family of businesses, brings together
some of the greatest minds and most advanced ideas on where health care has to
go in order to reach its fullest potential. For you, that means working on high
performance teams against sophisticated challenges that matter. Optum,
incredible ideas in one incredible company and a singular opportunity to do your
life's best work.(sm)

OptumCare
is committed to creating an environment where physicians focus on what they do
best: care for their patients. To do so, OptumCare provides administrative and
business support services to both owned and affiliated medical practices which
are part of OptumCare. Each medical practice part and their physician employees
have complete authority with regards to all medical decision-making and patient
care. OptumCares support services do not interfere with or control the
practice of medicine by the medical practices or any of their physicians.

*All Telecommuters will be required to adhere to UnitedHealth Groups Telecommuter Policy.

Diversity
creates a healthier atmosphere: OptumCare is an Equal Employment
Opportunity/Affirmative Action employers and all qualified applicants will
receive consideration for employment without regard to race, color, religion,
sex, age, national origin, protected veteran status, disability status, sexual
orientation, gender identity or expression, marital status, genetic
information, or any other characteristic protected by law.

OptumCare
is a drug-free workplace. Candidates are required to pass a drug test before
beginning employment.

Job Keywords: Data analytics, machine learning modeling, databases, NLP, Python, data mining, predictive analytics, statistical modeling, speech recognition modeling, telecommute, Eden Prairie, MN, Minnesota",3.4,"Unitedhealth Group
3.4","Eden Prairie, MN",-1,10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
Principal Machine Learning Data Scientist - Telecommute,$80K-$129K (Glassdoor est.),"The Data Science Transformation team seeks a Principal Data Scientist to join our team. You should be an exceptional disciplined and self-motivated Data Scientist with predictive modeling and advanced analytics experience and a passion for working with healthcare data (relevant experience with data from other industries of interest as well; financial, retail, telco, etc), experience using various computational approaches, and a portfolio of projects you can show and talk about.

Primary Responsibilities:
Improve and extend the analytic methods in our products
Work alongside other data scientists, engineers, and project managers to design and implement models and experiments from end to end, including data ingestion and preparation, feature engineering, analysis and modeling, model deployment, performance tracking and documentation
Conduct hands-on data analysis and predictive analytics on large datasets
Effectively communicate complex technical results to business partners
Support and drive analytic efforts around machine learning and innovation
Work with a great deal of autonomy to find solutions to complex problems
Coach and mentor junior data scientists
Youll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.

Required Qualifications:
MS or PhD in Applied Mathematics, Physics, Computer Science, Statistics or related technical field.
5+ years of hands-on experience developing analytics with machine learning, deep learning, NLP, and/or other related modeling techniques
Strong proficiency in advanced data science tools such as R, Python, Spark and H2O
Familiarity with wrangling large datasets with big data tools such as Hadoop, Hive and Spark.
Experience applying computational algorithms and statistical methods to structured and unstructured data
Expert ability to breakdown and clearly define problems
Strong ability to communicate highly technical results to a diverse audience
Comfort working as part of a team, as opposed to solo projects
Available location: Eden Prairie, MN; Boston, MA or Basking Ridge NJ. Telecommute maybe considered for the right candidate.
Preferred Qualifications:
Experience with deploying ML models in Azure, AWS, and/or Google Cloud
Expertise in healthcare data, e.g. medical and pharmacy claims, EMR/clinical data, lab data, etc.
Experience with agile product development
Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make health care work better for everyone. So when it comes to how we use the world?s large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.(sm)

Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.

Job Keywords: data science, principal data scientist, R, Python, Hadoop, Hive, H2O, advanced analytics, predictive analytics, machine learning, artificial intelligence, data modeling, telecommute, telecommuter, telecommuting",3.4,"Unitedhealth Group
3.4","Eden Prairie, MN",-1,10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
